	baseMean	log2FoldChange	lfcSE	pvalue	padj
RAET1L	54.97479142597513	6.956310246842794	0.9456801507370812	3.0989704421238564e-14	6.860707362803268e-12
LPHN3	156.08590031321816	-3.1227948058573944	0.43258352406054495	3.165246099375508e-14	6.91522976763565e-12
EPHX4	128.97373469450545	4.314511139284591	0.6018056714246723	3.872548419950921e-14	8.243563328828857e-12
KLK10	2348.1156069538033	6.9159663306251264	0.9668318030584243	3.823142043687257e-14	8.243563328828857e-12
CA7	1830.3752134341496	-5.300856782944877	0.7440442847823071	4.619980214487485e-14	9.710145757132936e-12
DDN	74.68311863398348	4.456137492461085	0.6219852316936634	5.735969160244388e-14	1.1905003992087228e-11
SLC26A2	25119.54913757695	-5.138688809475735	0.725499319159724	6.626377620975203e-14	1.3583256051687935e-11
KLHL35	762.3796985966856	6.287633368088572	0.890093926431244	7.425928951456608e-14	1.503660052560799e-11
PPP2R3A	537.544812769842	-2.2484584695260525	0.3141286429036413	7.911419697186157e-14	1.58266521267565e-11
VWA2	1628.591072395546	6.228248915462622	0.8842105569868054	8.993751432014327e-14	1.7777648663948317e-11
CORIN	77.08446265170942	4.088938091874525	0.5831795740912847	1.1227988839476062e-13	2.1932885493018887e-11
AZGP1	2582.682863446148	4.387770248169989	0.6238553998216088	1.1378386810593771e-13	2.196822495384872e-11
LINC00858	35.95431311935903	5.737582456818811	0.8216103813206631	1.218991275887491e-13	2.3264518557282648e-11
MT1E	4025.620797100593	-4.17975001610615	0.5962203507636874	1.2390134158979102e-13	2.33779304063283e-11
USP2	540.919404508047	-4.271037334084099	0.6099667991138641	1.3705651013577602e-13	2.5285403269938056e-11
RP11-350J20.12	134.13641977771198	6.944302151773338	0.9914795472041986	1.357572449968939e-13	2.5285403269938056e-11
FSIP2	179.4885522503385	-4.066893317144928	0.59261059730003	1.9381635572628748e-13	3.536403044482722e-11
BMP5	196.75825138069118	-3.6576747196288877	0.5346029041097623	2.341622491203384e-13	4.2261195482544557e-11
SEMA6D	1088.1008304663198	-3.970099173494948	0.5760487308943872	2.9154698320185365e-13	5.205210869982342e-11
MT1M	1037.3951561728077	-4.74869320864355	0.6938119669158664	3.558450465359713e-13	6.285586332641773e-11
IGFL4	38.52475832908588	4.955908264017815	0.7188807119771882	3.6155300322119673e-13	6.319185332089211e-11
PALM3	126.17010131005885	3.545265049412631	0.516050366239636	4.2059142168024707e-13	7.274479130811274e-11
TMEM82	234.26750073233308	-2.903374064429167	0.4202911780575214	4.417697987758101e-13	7.562005916364486e-11
LINC00659	32.196733777499645	6.5123394687810015	0.9238655249847503	5.80851741773069e-13	9.841288082040854e-11
SLC4A4	4701.304064065101	-5.556738803664173	0.8292785379221841	9.485756360181147e-13	1.590924228327755e-10
MDFI	230.17662490810483	3.698164238204459	0.5516293337041316	1.2474367662290618e-12	2.068492890692817e-10
GRHL3	185.74797065556422	4.895255425580581	0.7335551048845762	1.2680101844766353e-12	2.068492890692817e-10
CCDC68	949.3696858776738	-3.439211155041102	0.512786204192133	1.2706954640488277e-12	2.068492890692817e-10
MAPK15	164.58866514044448	4.594590708652054	0.6872109083045653	1.32205753557122e-12	2.1305851980825567e-10
HOXB8	1828.6166708479354	4.796497851280031	0.7172513826639967	1.3345028944867856e-12	2.1305851980825567e-10
STRA6	155.50607390433237	4.530203535035414	0.6769866909124602	1.3613230246914433e-12	2.1527054763787357e-10
ACADSB	1095.0218419028972	-1.5384365235295134	0.22532020898888844	1.4335693068340108e-12	2.2245780159506462e-10
LRRC19	2458.021460982233	-2.9790694313594095	0.4447092134481256	1.4236994205340811e-12	2.2245780159506462e-10
SALL4	73.55836643980032	4.801035710207456	0.7205898171940355	1.6718596759978584e-12	2.5703294500248555e-10
ABCC13	130.71280625370542	-4.275786179648542	0.6581171642087119	2.1262204662929318e-12	3.2388774882869577e-10
UGT1A10	667.4647780588076	-4.470802307366134	0.6845718081428629	2.6964182795911732e-12	4.033453073363229e-10
ADTRP	1988.3553538057618	-3.8288356110240334	0.5825954459378324	2.6892453787672328e-12	4.033453073363229e-10
CEL	580.903416672597	5.538876421905589	0.8449972079512146	2.783653372460604e-12	4.1267661246728456e-10
TMPRSS13	360.3274301908508	4.342285601229321	0.6611885385463889	2.9022188310840037e-12	4.264463847019362e-10
GUCA2A	8106.691334252259	-5.226139604957127	0.8049710503732415	4.078128202190883e-12	5.939757953436615e-10
RP11-353N14.4	57.437629445446525	3.893162436763067	0.5972707908903943	5.325217406189129e-12	7.688687809770808e-10
UGT2A3	1688.3472260977974	-4.82033040152653	0.7495393823009009	5.486475736947075e-12	7.853227856574934e-10
ABCG2	768.8911642602206	-4.1839334071304615	0.6463587201763847	5.7233608650490896e-12	8.122280666946588e-10
GAD1	46.41892109467398	4.555717533898595	0.7014982141705275	6.046628044489846e-12	8.508323055144865e-10
TGFBI	32688.171730341594	4.027871214605402	0.6262910048878778	7.2600341002398214e-12	1.012988287398168e-09
TMEM132A	931.9539125864469	2.546102750370793	0.3935297597327488	8.247315045787958e-12	1.1411534918355272e-09
SMOX	771.8694162305917	3.1040055330043406	0.4838887665380156	9.419799667699355e-12	1.292614493243637e-09
CST1	664.1714361449774	8.718863384341732	1.375110775435262	1.0415660932367812e-11	1.4175543780412719e-09
C2orf88	1861.1180184114064	-3.4114449839142145	0.5337946943907477	1.0726068716495573e-11	1.4479320729161993e-09
C2orf70	257.4940626588762	4.409230286349872	0.6929156235699944	1.1194673091329142e-11	1.4990028387776538e-09
C6orf223	910.7162517946053	5.072857170365786	0.8026556155715994	1.2920464919648007e-11	1.716251196206684e-09
CEBPB	1724.8432189252237	2.0480345069270744	0.3173992728445943	1.3958054431076157e-11	1.83936139502848e-09
MSX1	139.91288282516766	3.7409561168820997	0.5938675784083989	1.7796975814235376e-11	2.3267794206264896e-09
TMEM191A	209.7043352902261	2.8370834927866153	0.4489076315748466	1.8684553660097666e-11	2.4237369450957942e-09
ASCL2	2393.7683742749978	3.993650528688386	0.6356350481189678	1.9300430759344474e-11	2.484219785489579e-09
FER1L4	557.7798239134721	3.6196866637720797	0.5758400156159388	2.0022360433249925e-11	2.557317481797552e-09
SLC26A3	56020.76192825626	-4.911728501603032	0.7913751584808983	2.5408247120367706e-11	3.196049508989283e-09
LYPD3	162.6808923950859	2.82496100886626	0.4499090782579437	2.5360570968382585e-11	3.196049508989283e-09
VPS9D1-AS1	223.9259634640783	2.396479461296136	0.38031627710210186	2.573019387079084e-11	3.21221157165873e-09
DPF3	134.64374493981063	-3.003374062080544	0.48094947837652663	3.0404644157447754e-11	3.767453071569124e-09
DHRS2	85.2837903236505	4.6039613709615	0.7411143725498778	3.3277615463736057e-11	4.0929002011842475e-09
CCDC85B	1006.0826649841933	2.60167650162993	0.41691803082763207	3.599942499000336e-11	4.395106268632469e-09
GOLT1A	283.83242260259533	2.3005956018627702	0.3684082612905112	3.759583318947689e-11	4.556505213708572e-09
MAFG-AS1	111.2281431730829	3.0495009078491178	0.4930006679430701	3.931709889925165e-11	4.730587754515756e-09
KIF5C	164.3715492265775	-3.099626122951026	0.4993817988210016	3.992483403020442e-11	4.769150677967728e-09
CLDN2	1536.4825302241784	6.165198218261198	1.006848876589327	4.090146187450868e-11	4.8509133783167296e-09
TLX1	94.66232649692564	4.860091731887696	0.790543514037544	4.2056003411068453e-11	4.9524672385629834e-09
ACSL6	656.7922725034399	4.7155074900277105	0.7690227781892855	4.4953274123381136e-11	5.256367348905778e-09
SFTA2	30.753118053449416	8.022963706343779	1.5529908403971446	4.6882979718398276e-11	5.44367129541458e-09
RP11-703I16.1	39.824452756173216	-2.650203852699779	0.42553755539423443	5.321480847267318e-11	6.135963054724066e-09
TPGS1	201.32461279127563	2.288427651899784	0.37047132484709366	5.87673187135379e-11	6.729465930479885e-09
SPTBN2	959.730410475815	3.5982153300169757	0.5888734374430902	6.124721625921844e-11	6.965402594301801e-09
FRMD3	592.3139749750893	-3.6792318087645843	0.6025872773995475	6.316819563003595e-11	7.134998096878347e-09
SLC11A1	351.65420848000514	3.517590389516932	0.5775631802981009	6.634682440787102e-11	7.443396435596557e-09
RP11-329L6.2	366.9820946550146	5.974091561620036	0.991699088201397	7.561263855487137e-11	8.369815003767227e-09
ANK3	1148.1432860974942	-2.0124109822348313	0.32662668157781066	7.525843055641576e-11	8.369815003767227e-09
CD177	9435.722055649201	-6.3812403179030674	1.0644370644154262	7.76918529065791e-11	8.537635551696626e-09
MROH6	765.1415126448381	2.740965800973527	0.44902811254530334	7.815710695361883e-11	8.537635551696626e-09
ADRA2C	326.0856506822638	4.045645945243539	0.669638454140802	8.289407728652357e-11	8.995903655329655e-09
GCNT2	367.3213775589506	-3.6581864578384784	0.6030262679845436	8.497014680826312e-11	9.161326737690915e-09
TMEM211	260.65512015906273	5.608061537736852	0.935662990510649	9.0942010246385e-11	9.741942826651462e-09
ZP3	544.2124212216681	2.908266596113154	0.4797660983034616	9.540897401640895e-11	1.0154939772874706e-08
PRKG2	218.37002613391493	-3.724522573654434	0.6170058555629307	1.1990677056599478e-10	1.2681095659094122e-08
CA2	20749.231831464997	-4.255111268698252	0.7101082207336207	1.2963997043405553e-10	1.3623683981563658e-08
CTHRC1	654.1344610992112	3.909613949535727	0.6556305795134069	1.3667441095235414e-10	1.4272590688382943e-08
MRGBP	992.6378187198919	1.6073639478931439	0.2627121006675488	1.42861116418767e-10	1.4825412356357545e-08
TRPM6	2027.916774834834	-4.585439020524729	0.7743757418251611	1.4580510510427855e-10	1.5036943882928204e-08
SFRP4	1099.7480433240646	3.760705095690855	0.6327818303266967	1.5958120571847988e-10	1.6356088516973086e-08
ITGBL1	150.61014961450104	3.421975030830318	0.5764661804960349	1.686363276437058e-10	1.6983987002302815e-08
ZNHIT2	416.68254955261995	1.3841354450790537	0.22577713716857606	1.6877606934352954e-10	1.6983987002302815e-08
GOLGA7B	302.08691198546904	2.951941356752401	0.49505023616103816	1.681586073313619e-10	1.6983987002302815e-08
RP11-372E1.1	171.04032053412442	5.654685375736611	0.960243278342276	1.7106048754851097e-10	1.7110170694310095e-08
SLCO4A1	2309.0526131002575	4.006784284033147	0.6769960879415355	1.7716624310020603e-10	1.7614780242130666e-08
ARHGAP44	1495.200999038038	-2.611352308489681	0.43785276284979613	1.8555694553386373e-10	1.833921145026353e-08
PRKACB	3133.5318208171425	-2.66293011202909	0.44921524397008195	2.2278447651301176e-10	2.1888245254568327e-08
DKC1	3655.9189848868496	1.3835653172206177	0.22905052006624727	2.2890103758794654e-10	2.2356898988883907e-08
CTD-2147F2.1	56.244073153204994	7.2592167041726325	1.2079159185929351	2.676136823108527e-10	2.5985132053154375e-08
KLK6	708.8438968857531	8.510494073280254	1.4787255489971143	2.708542257838603e-10	2.6146881191367537e-08
BLACAT1	92.25903964031336	4.998536976221629	0.855535902394274	2.906183731079383e-10	2.7892644318405825e-08
AHCYL2	8811.289569049464	-2.7157184832572283	0.4623059843088066	3.0804662749386284e-10	2.9395437947747696e-08
ASPG	285.4319069892294	-4.595337851284866	0.8029584308609297	3.47893329456853e-10	3.300811909886621e-08
NXPH4	242.36442288238035	5.703446523488693	0.9880549533005734	3.54271888417688e-10	3.34223320186778e-08
CTU1	287.890445920951	2.9242539057093238	0.5007297029602177	3.587929504714837e-10	3.365761666456789e-08
WNT3	80.55861360803449	2.7705812174690494	0.4742217586856674	3.644576480589767e-10	3.3996937013321624e-08
TRIM29	934.6731256267125	3.245435615655588	0.5570291577059534	3.726118461737726e-10	3.448739518970018e-08
EXOSC5	1389.439734179579	1.988778066183474	0.3363205026972925	3.738696178117341e-10	3.448739518970018e-08
SLC6A6	1855.0491880181662	2.361926571567134	0.40192927806467676	3.860987215633539e-10	3.541229718884657e-08
GDPD5	963.8261369131848	3.1379432284921296	0.538638261319336	3.8816177357083087e-10	3.541229718884657e-08
BCL2	534.5756303377548	-2.3954485532826055	0.409079677748425	3.945479096767221e-10	3.579821580476663e-08
MIR503HG	38.07204251322898	3.3143134419483467	0.5709147545526919	4.2034494873131126e-10	3.7726527182349685e-08
PIGN	861.4362603935255	-1.3103843325278195	0.21771778537188718	4.184729892960271e-10	3.7726527182349685e-08
PLAC8	6000.747098904735	-4.227542444183346	0.7349477381918181	4.402469992553396e-10	3.930032890126698e-08
ULBP3	50.28664930991863	2.890582739123346	0.49852613808000845	4.5490263151652655e-10	4.0391461463638544e-08
ASPHD1	203.04509111223294	2.510757486897908	0.43074113330438796	4.711486700236392e-10	4.16114495588963e-08
TMEM74B	186.27720714363963	3.519186825615554	0.6096637752786609	4.777757895031971e-10	4.1973487877836426e-08
PVRL3	1037.3369601446582	-1.8156634074629259	0.30939622172042025	5.172928210405424e-10	4.5205947371353506e-08
LY6G6C	116.10960771916349	4.948692383441701	0.8668441883133136	6.160475805423199e-10	5.355420956714492e-08
GABRE	915.0515911059849	3.133080361320843	0.5457616473479123	6.211730049197605e-10	5.3718523821290123e-08
TFR2	218.7075327174018	3.901677385687953	0.6830734916768907	6.373441077532055e-10	5.483140707323432e-08
NANOS3	148.6228768004924	5.168434788016655	0.9144401904169494	6.41429080769412e-10	5.4898394108738754e-08
CEACAM7	45388.574153542955	-5.216587731746085	0.9237468195891281	6.755140438724315e-10	5.7519154792091555e-08
IL6R	1315.3789475700555	-2.7143880748674745	0.4731812121237447	6.960949869138925e-10	5.896918960570546e-08
HIST3H2A	714.8205021067147	3.2989758738206185	0.5775952654923276	7.187298236011472e-10	6.057761416788553e-08
MET	3257.082512141903	1.8255034244327424	0.3131317447789429	8.304632019312178e-10	6.964146972154515e-08
UNC93A	110.66431746173657	4.409787129791589	0.7803383775756993	8.725186742180438e-10	7.28005028478211e-08
SH3PXD2A-AS1	183.47222513727357	3.841199887911392	0.6779087164309553	8.806007222268075e-10	7.310747195926956e-08
RP5-884M6.1	28.210399600905756	5.928849336167889	1.0263868544657289	8.970580666983514e-10	7.410324447492252e-08
RP11-776H12.1	40.89671194997574	3.812720875690923	0.676607977410184	9.495390682339357e-10	7.805023113344687e-08
XDH	3685.4890616105613	-3.7977981785220902	0.6775563123547776	9.69786856381763e-10	7.9088522069379e-08
ZC3H12C	572.6738449724636	-2.2298271206036646	0.38976760016344786	9.716970911920811e-10	7.9088522069379e-08
EDN3	1123.3585112063292	-3.3233011054125257	0.5878023180931535	9.93425476441139e-10	8.046261761379841e-08
PVT1	265.60204750234146	2.624811512108858	0.4618839669642729	1.006278385704018e-09	8.110799182635687e-08
UGP2	7737.684408867334	-2.370747260507003	0.41601850828123477	1.013358787860546e-09	8.128410296442756e-08
CCAT1	102.50040482674835	3.8900489354752334	0.691717652887999	1.0365773424931797e-09	8.27467797824844e-08
RP11-474D1.3	280.0245804966457	7.890126924483411	1.419779808902539	1.139402220893514e-09	9.051978218045888e-08
SCAND1	2627.9872969846765	1.6397359275948116	0.283422374470388	1.159403696731802e-09	9.167018562159448e-08
SUCLG2	5590.009302903218	-1.6291143563370052	0.2827126278751674	1.1742104682983905e-09	9.240090339159467e-08
AFF3	195.32799474447862	-3.1451194637272715	0.5585254345986179	1.1832159551302107e-09	9.267036659897178e-08
SRPX2	1328.7869101905997	4.090001498867575	0.7317328392803224	1.2098399239546333e-09	9.431071407203161e-08
HTR1D	149.29289730793195	4.789353458231246	0.8609240709768544	1.2184779242383177e-09	9.454022174791134e-08
ANPEP	19430.946705473467	-4.9267710320252425	0.8930821614755355	1.4613378025094957e-09	1.128560598738031e-07
FJX1	119.73184701982926	3.1659962298875635	0.5662008382649449	1.4999980311055837e-09	1.1530540420591254e-07
FER1L6	403.57651380490785	-3.40003768701341	0.6088249259924522	1.5381881652978767e-09	1.1769620413182462e-07
LIFR	611.3831724987367	-3.5837189235034255	0.6454145616231753	1.6708410089770327e-09	1.2725983538098465e-07
FUCA1	5135.359882867042	-1.6407467486689573	0.2884689342656829	1.801979310778491e-09	1.3624108523088744e-07
SLC35D1	2899.3011057447166	-1.827532656398075	0.3230153795940358	1.8051697633579402e-09	1.3624108523088744e-07
NMB	162.31967246625328	1.9838100723199337	0.35158070296197025	1.871837907954501e-09	1.406334688854142e-07
SGPP1	708.4654275272728	-1.6436657231641547	0.2893913715552069	1.9421894679459122e-09	1.452617744404231e-07
RPSAP58	579.9449166002954	-3.006023959409131	0.5447148581650588	2.127036067723826e-09	1.5837357340128432e-07
PPP1R35	687.8354358277468	1.6353699194699243	0.28858053293508207	2.148738531733922e-09	1.5927524366477696e-07
LINC01356	23.65205321989845	3.3664900315631185	0.6063288173688794	2.171197174725778e-09	1.602247017295414e-07
RPL35P2	107.24315453652902	4.301318835559704	0.7891002337968653	2.347413056437456e-09	1.7124240392362283e-07
HAPLN1	243.56929082361995	-2.9817079410615377	0.5414453681109098	2.3514374906399666e-09	1.7124240392362283e-07
PDZD7	54.39478098436113	2.8276098270285974	0.5096623531915374	2.350141782227795e-09	1.7124240392362283e-07
NBEAL1	455.3238492745734	-1.965873527560171	0.3515808206851964	2.410325820878982e-09	1.7476441017412495e-07
LINC00460	19.74608625833903	6.498988099851454	1.2154705424423562	2.445047322835798e-09	1.7651115542767648e-07
CCNO	297.4654831824677	3.5958651375696133	0.6573714038993933	2.5879392100552814e-09	1.856998700110837e-07
NKD2	631.243942087409	4.532499590106688	0.8330451954254552	2.5946982559968332e-09	1.856998700110837e-07
GLP2R	251.08199390712258	-3.3771764783089577	0.6163779412958148	2.6973620276577513e-09	1.913974320821765e-07
KREMEN2	103.01023466417428	3.0412391059353787	0.550803124270208	2.6952301230092017e-09	1.913974320821765e-07
BBOX1-AS1	89.26528025446784	5.437753798148919	1.0010551697133865	2.8044645040320524e-09	1.9815033457424766e-07
ZNF579	432.8301552360752	2.0614552492118774	0.372535425139899	3.103977860665086e-09	2.183832559257758e-07
CBX2	307.1849712239553	3.160768440712246	0.5796530971179792	3.145710112386553e-09	2.2038553040534316e-07
FOXP4-AS1	62.77230832939487	2.507853053214059	0.4556962823619751	3.2223862353870138e-09	2.2480882795111754e-07
MLXIPL	890.6723609789833	3.1168255425219997	0.5716479455833529	3.3030808307266814e-09	2.2947428499324609e-07
C19orf45	116.87989379056064	2.8949869716740526	0.5306789669850355	3.330893059843337e-09	2.3044228485682819e-07
WDR74	1205.9518198902103	1.6904763849530173	0.3032305166635289	3.4682057049192822e-09	2.389464212634015e-07
PRSS33	337.5496204687242	5.770229197602067	1.0782280704875293	3.5235976710322663e-09	2.4175956913148655e-07
C1orf115	2098.265522242617	-2.2173082593038393	0.40394813806769486	3.6472266976053516e-09	2.492121485063344e-07
MFAP2	538.5690717854823	2.9964607252970015	0.5528882036439109	3.988279823225559e-09	2.71399172888677e-07
DGAT2	732.5308330992904	2.6458366346765523	0.48686267209907086	4.114234955129611e-09	2.7769413493891083e-07
ZADH2	1532.7552461690482	-1.2409475065784243	0.2203684307969104	4.112872545639188e-09	2.7769413493891083e-07
GRB7	1703.9359031512467	2.3219643852851983	0.424457447760964	4.1459580958982415e-09	2.7870238147487614e-07
RP11-783K16.5	55.65568105053058	3.0945187441274333	0.5723641380430337	4.255948133538718e-09	2.8494259197289065e-07
SLC7A5	5056.946305522095	3.5744317539249124	0.6639683794802038	4.315104155611706e-09	2.8774292931637257e-07
ABHD3	2286.6398679482445	-2.2695260903297227	0.4173376199391078	4.432086949397176e-09	2.943614868311628e-07
SEMA6A	1911.4315695777527	-2.8604872188304222	0.5294943826456204	4.451049159016164e-09	2.944431085111729e-07
PDE3A	1518.5358211617975	-2.9142850718411126	0.5410596531096458	4.5774680362598465e-09	3.016042828335654e-07
OLR1	236.70979983998916	4.504877011180314	0.8448775226670753	4.6984718946018326e-09	3.071394777085387e-07
XKRX	148.3700866420389	2.6722467451994905	0.4941093375194252	4.696477623633768e-09	3.071394777085387e-07
