	baseMean	log2FoldChange	lfcSE	pvalue	padj
WNT2	200.40936938895118	5.847133097985031	0.5362776138753614	6.465398328666124e-32	4.933980569998889e-29
MMP3	520.3582527912121	5.792469498076049	0.5520148853842074	2.035516333939208e-31	1.4858384230654504e-28
COL10A1	498.2008061086758	6.750936380119114	0.6465022708353909	5.585176475814983e-31	3.9070636605190727e-28
SYNPO2	11203.913717203419	-4.734348815426028	0.4376703985357104	6.068365436159403e-31	4.075271492307208e-28
ANPEP	86140.38810763285	-4.99684164979371	0.4694878499100508	6.879858567182981e-31	4.442536364785965e-28
TGFBI	27398.632181553934	3.768822090131402	0.3498712042143594	6.243938843486657e-29	3.882573675677685e-26
ATG9B	165.54927143665103	4.231849454763135	0.3971340676365964	3.45845326143031e-28	2.0737132787911956e-25
MYOCD	931.9864452475505	-4.223208511989454	0.4110339129383633	7.690277881304486e-27	4.452140529283483e-24
ABCG2	2736.3069272184143	-6.4306177720246565	0.7144511231634582	9.043930142510345e-27	5.061284772086872e-24
VWA2	435.16130158145916	4.298725788553471	0.4272277001296791	1.0361969645725913e-26	5.6118422058739474e-24
MYH11	123822.35094756431	-5.244689293662198	0.5691256701720436	1.881028418590123e-26	9.868933162409243e-24
POU5F1B	141.55337770356147	4.9919557563381245	0.5008836221852954	3.051539639565823e-26	1.5524939093536547e-23
ASCL2	4261.175930608128	4.336304787420505	0.44882434012119643	1.4576360159100706e-25	7.197720903268875e-23
KLK6	163.53686672000651	8.615368304373686	0.9702766539035756	2.2363686401392975e-25	1.0727540885513906e-22
PDK4	2974.11522806964	-3.9320678075142905	0.40119997406391306	3.2299962251953423e-25	1.5063446284667945e-22
TDGF1	609.0367480471441	3.7244098832138963	0.384528434430677	2.3642858624971565e-24	1.072810685012561e-21
CST2	142.16153454495642	9.011323546153921	1.1168188367990735	4.7436080738580364e-24	2.095800946105331e-21
SPTBN2	784.826206367567	3.1487694331189036	0.32080739210043696	5.3875414987522585e-24	2.3192675441679917e-21
VIP	1018.5677129542604	-3.7954986622787317	0.39986893521589817	1.2061280617273289e-23	4.9897227624339784e-21
MMP1	1022.6128631462275	4.767980916042602	0.5377359005360639	1.2185278054666336e-23	4.9897227624339784e-21
DDN	77.17438067768477	4.897240969597935	0.518231680420547	1.9896624739368766e-23	7.953438874982433e-21
GREM2	940.5075773014476	-4.944763849268579	0.5578179595949198	2.4579011735716463e-23	9.596675070487064e-21
LDB3	465.51490633988703	-5.378128109750638	0.6098248370712933	6.511796170611934e-23	2.4846942251909945e-20
CHI3L1	657.5939828642905	5.348221534697338	0.6424471315335541	6.731680094623966e-23	2.511515046858706e-20
TNS4	3128.7243127017337	4.20799738165663	0.4668734044620687	8.921209619151987e-23	3.256047571650928e-20
CCAT1	145.77555862551085	4.4265691870175035	0.47944120373018967	1.1044538109171704e-22	3.945250006699654e-20
GCNT2	443.81249074982895	-4.500644564438463	0.4997425932366646	2.0353425227608497e-22	7.119034503048314e-20
ABI3BP	1142.9376348712342	-3.7543534701665524	0.4146092562849455	1.0083117224869274e-21	3.454805205884291e-19
BEST4	1425.5683799655114	-4.723905388060706	0.5653721782426644	1.235100426489086e-21	4.0989269989514e-19
CLEC3B	940.4542847701981	-3.9205105222713255	0.44153791321807406	1.2451323899369909e-21	4.0989269989514e-19
ADAMTS12	469.02497070360175	3.5173334769771096	0.3879401448666323	1.2713399348559963e-21	4.104716570441793e-19
C1orf95	441.60134152198526	-4.3586775230781685	0.49399069003045226	1.816136569900014e-21	5.753040919254969e-19
RHPN1	664.3053860525279	3.8520824244178904	0.43889901386137026	3.352175587666262e-21	1.0422162211357198e-18
PLN	1307.5747515224894	-4.385800449723616	0.4968359116098036	3.6416833964297674e-21	1.1116404098665339e-18
ELFN1-AS1	255.4955056886017	5.120082105626129	0.6020810138128264	3.968261768527993e-21	1.1896990505681515e-18
LMO3	468.3548648876424	-4.49303614821824	0.5138452381010332	4.332070120124979e-21	1.2759846534522505e-18
KIAA1257	119.84882417492791	3.8642856229262814	0.42913495102990834	4.5244346066505366e-21	1.309667803638894e-18
ADAM12	386.3465310974353	4.285114202240244	0.5038551917131725	7.274484126167412e-21	2.070022271088554e-18
SPIB	774.7683753283477	-5.354665246982205	0.6903458808355123	9.033723311686878e-21	2.5277863446651832e-18
HAGHL	278.8414425682029	3.8691276083042654	0.44061517382321214	9.325240620900276e-21	2.5665813899064712e-18
KRT23	856.0247985317834	6.205801640420303	0.840214960943812	1.0394661317383096e-20	2.8147736912507226e-18
NOTUM	1733.9667389218496	6.457063215320083	0.829979203374112	1.591746857883682e-20	4.175599687032678e-18
SDPR	1006.4173619550693	-3.3284003636885986	0.37597957190478626	1.572188858331367e-20	4.175599687032678e-18
ESM1	69.6477878698523	4.73760987153901	0.547799207215122	2.172878347387592e-20	5.61237762681389e-18
SYNM	10753.58806630096	-4.9761977189736015	0.6547120761548254	3.858578628376063e-20	9.815405544212989e-18
C6orf223	707.4113715420555	5.8124486566323545	0.8076373131012754	4.4458009924883114e-20	1.1140381024311383e-17
STRA6	104.42419142502084	5.03855628131442	0.6215169476294267	4.568751233475611e-20	1.1280112420415005e-17
ANK2	814.4777096355032	-3.4567139608086044	0.39953303812070706	4.67630182528316e-20	1.1378323383286808e-17
PRSS22	247.46067955502062	4.800219730540093	0.6036263405717167	4.79771773933947e-20	1.150698330368148e-17
KRT6B	71.21953733911069	5.861513332120162	0.6892872233184334	7.825359081277717e-20	1.850421881909459e-17
NBEA	274.88556798358616	-4.108463051078732	0.473813393903579	1.198098259741266e-19	2.7937321781661274e-17
AGPAT9	816.2038876435983	-3.0423473795204297	0.3511273015285156	1.6004112648563936e-19	3.680726674749862e-17
RNF150	612.9051538599543	-3.6588246501004154	0.4290684952959306	2.0412180216869844e-19	4.6310823467706465e-17
CXCL1	1245.4463191939242	3.258645329816953	0.3828329424586884	2.163332970151638e-19	4.842692964783446e-17
PGM5	2375.408627732155	-4.1615436774178	0.5210820501384963	2.55196899790098e-19	5.564286689059682e-17
CTHRC1	558.4298866553781	3.886186707844267	0.475050109949504	2.5479328961911667e-19	5.564286689059682e-17
FHL1	5332.148578571641	-3.2954986489589966	0.3911485497316134	3.2443211273381025e-19	6.983193257292232e-17
C7	2851.9375642234922	-4.613171670575117	0.6090239006152306	3.9764003425405177e-19	8.450605740621867e-17
NTN1	891.6830641457966	-3.685568632208218	0.44620620412765505	4.295464523773925e-19	9.014569236205053e-17
MDFI	252.80815933576827	3.8018383537659215	0.46363298970620315	5.384615913367134e-19	1.116077982339763e-16
AZGP1	3411.395518587227	4.231898375268493	0.5448100461238162	6.785377406685636e-19	1.3892646497664044e-16
PRSS33	365.3954970399335	4.8703885266274956	0.604299597350851	8.40620920936611e-19	1.6603746637182075e-16
DPT	1936.89101668719	-4.399817015800498	0.5723615284694421	8.212120426704248e-19	1.6603746637182075e-16
CXCL3	754.7020536008309	3.631020519215732	0.44502265687728526	8.316951271375811e-19	1.6603746637182075e-16
HSPB8	1784.4353864994187	-3.72610367447506	0.4554435156229823	1.1033230741404116e-18	2.1539175688073688e-16
EPB41L3	2108.887748662696	-3.3556536392947707	0.4085930555273059	1.3782157460400628e-18	2.659639558651335e-16
MAFG-AS1	122.13430901844245	3.37207462682169	0.40454868817287615	1.85583840840579e-18	3.5406444362187283e-16
CCNO	228.1398067234188	3.8058749468960356	0.47125399124726686	1.9126949602365008e-18	3.608116369371979e-16
GUCA2A	13417.937436006141	-4.742525437909614	0.6525675935972408	2.4255802343703355e-18	4.524785172760396e-16
TNXB	3109.650850143224	-4.191129582289259	0.5489364274045019	2.5643506998000584e-18	4.731086142741009e-16
AJUBA	410.3441965893804	3.0272792791104193	0.36432918660469993	2.8244725041334245e-18	5.154355312162616e-16
MAPK15	158.078073438383	4.410255688527203	0.564930764616872	3.0004012820312545e-18	5.35890820468327e-16
TESC	1894.2149639770007	4.95962548778271	0.6859170709383017	2.9744946754367217e-18	5.35890820468327e-16
FAM129A	2745.555393060914	-3.1184630200946435	0.37888717401710115	3.184619887808471e-18	5.628061399622781e-16
MMRN1	482.39494477059515	-4.036596204536657	0.5148695467267479	4.301197790170478e-18	7.522167676997099e-16
CGREF1	644.8518069907743	4.022528734281481	0.5243956117730442	5.7662537620880675e-18	9.878534123642507e-16
NPFFR1	56.193941666273645	3.7507344505073537	0.45019632868999276	5.7610308228107295e-18	9.878534123642507e-16
NANOS3	76.26124039705847	4.190137361053709	0.5180424519271434	6.343935008607903e-18	1.0758416652476572e-15
SLCO4A1	2169.527723957014	3.7680227935764457	0.4894108402903178	8.296147461461605e-18	1.3928401973047888e-15
GAS6-AS1	335.72579458452003	3.8399711131911523	0.4942207953701649	9.571955197411942e-18	1.5911243149440504e-15
HAPLN3	464.159028888355	2.6448401697439237	0.3210567774687061	1.3763610765266174e-17	2.2654633444907234e-15
MYLK	16564.902952933386	-3.2404790404267025	0.4090626563980678	1.5825002125406736e-17	2.579475346441298e-15
CNTD2	316.0855587449809	4.974034075975152	0.6872739047893748	1.7337289234487565e-17	2.7988052784404976e-15
PIWIL1	91.55298097689948	5.228119197720495	0.6747476990745184	1.7893419275115462e-17	2.8610725353325093e-15
PDZD4	232.92447081180896	-3.9253632053240666	0.505270949349611	2.959661546940284e-17	4.6877129916585304e-15
PRKCB	546.3270320794387	-2.797307196274562	0.3465646362174481	3.5546268613091254e-17	5.577442091076533e-15
FAM107A	688.7641317288173	-3.6639820277885637	0.47969305595524186	3.996237154653612e-17	6.2122986656925456e-15
GRIN2B	92.62818903044513	3.8883171446064075	0.5029137931080675	4.3644229362238155e-17	6.722412539106572e-15
SH3TC2	190.2690112784224	3.5167626845106215	0.45453594776323414	4.4369337748845707e-17	6.77197101332155e-15
SCN9A	364.9801674381308	-4.0411911433191525	0.5302108954301284	4.6098953569879534e-17	6.972570553916284e-15
RNF152	1052.7124470457477	-3.7910123525814163	0.5061148671129633	4.674955187327187e-17	7.007841307146085e-15
TMEM211	193.09129793539725	5.794245995722495	0.8659043023785308	4.8914341576275314e-17	7.26745912145209e-15
RNF183	92.21810834749627	3.85507948732218	0.49631912845850046	5.607982145441916e-17	8.258983529809152e-15
ADAMDEC1	5470.909148225086	-4.15732647560044	0.5762457041967656	6.988761902492077e-17	1.0202984659212129e-14
ADCY5	645.3032535443954	-3.3882393276951834	0.44143433763202616	8.30105017787054e-17	1.2014338916919697e-14
RP11-350J20.12	74.75476983613308	6.732179543838367	0.8947057677056837	8.947002117350846e-17	1.2838565687880629e-14
PRKG2	387.8233292297626	-4.8615766334199835	0.692731639208456	9.049279305750107e-17	1.2875283920698183e-14
EVA1A	138.75693111573358	3.3846933818743046	0.43631720836317484	9.589215703702077e-17	1.3528852306676821e-14
PLEKHG4	1270.363671049765	2.68750749366452	0.339289485918656	1.11221829196281e-16	1.5560860753136347e-14
SLC51B	1484.9680761661532	-4.645806522234833	0.6785274832560313	1.1221500619834905e-16	1.557006395920729e-14
C2orf70	98.98890076706513	3.799566737795338	0.49697091685203987	1.3156911683503224e-16	1.7958649614173628e-14
EGFL6	56.303097155268155	3.533785191768735	0.4499485878351498	1.3076335672946183e-16	1.7958649614173628e-14
EPHA7	504.13056022569845	-4.223400145354239	0.5697689361947651	1.5627376387193875e-16	2.1158711464886933e-14
BLACAT1	75.63801797489234	4.185612828699078	0.5573909025773781	1.9870426874818227e-16	2.6688367744105858e-14
BGN	5046.125648949477	2.538605154693325	0.32201745613331556	2.1011597253806349e-16	2.799711954715514e-14
EDAR	743.4605500508164	3.794276961084869	0.5250160042806036	2.25910887726784e-16	2.98647078271258e-14
GFRA1	426.22588886144655	-3.278229383759558	0.43062635738592286	2.297641717650368e-16	3.013680218565002e-14
KCNMA1	2092.2922696468404	-2.9858861411762914	0.3871475821519545	2.5358195067488255e-16	3.3003002867291495e-14
SLC51A	1409.4052300768842	-4.101236645167425	0.5960699692991474	4.2157839177286577e-16	5.4445227842112644e-14
MSX2	192.3032479511476	4.143730793753729	0.5889511136166133	5.479363520362493e-16	7.02236901857755e-14
LIFR	527.4187287199962	-3.895209796579188	0.5351537124595984	6.211513903245535e-16	7.900386887999189e-14
INAFM2	285.5767177129021	-2.8814103639466278	0.3727023868394939	6.259604211922541e-16	7.901691361952447e-14
STMN2	403.0030445055938	-4.065628628942828	0.5800818166063457	6.330430685642459e-16	7.931462744869496e-14
JPH2	760.1600993170231	-3.7461780865791905	0.5218502534945363	7.432084458718455e-16	9.228506704912949e-14
GRIK3	192.16817527006137	-4.609342804185512	0.6649349377381074	7.475590635941158e-16	9.228506704912949e-14
ABCA8	757.6804464448691	-4.150724722765811	0.5966912533693599	7.557921916820943e-16	9.26204022346765e-14
NEGR1	566.1016301588477	-3.239489368200467	0.4352570855425987	9.847579120364208e-16	1.1980507670419906e-13
MYADML2	77.50433690667968	4.247070445469507	0.5963785147584593	1.4496613729062698e-15	1.7503047087615503e-13
RBPMS2	482.38736790520295	-3.572336004399535	0.49311926330424377	1.4595429103973854e-15	1.7503047087615503e-13
SPARCL1	6144.104523081463	-2.7685234123615534	0.36969611586790746	1.6696511679395872e-15	1.9880690396126048e-13
PDE3A	1623.025422004835	-2.5400659741689946	0.3342866282116656	1.7139671987806001e-15	2.026464457769542e-13
HILPDA	551.044851604739	2.4331088790726416	0.3186782927959478	1.7647969056674217e-15	2.0719702971503735e-13
FGL2	2433.96445601586	-2.7711150677636387	0.3706729457207583	1.942177489430695e-15	2.2643901298647177e-13
MT1H	1719.9967376893899	-4.078683166549293	0.6177197731467501	1.967707691368271e-15	2.278334098647028e-13
MYOM1	430.5686055165862	-3.850674045846015	0.5519275113018282	2.2836631581010824e-15	2.608191888527828e-13
SLC17A4	856.0635029798691	-4.500950168469929	0.7026713677935297	2.273256426890583e-15	2.608191888527828e-13
FJX1	134.10059026890497	3.272544089989418	0.44391290733340405	2.365760002988321e-15	2.6836989655520895e-13
MFAP2	482.7631898347636	2.7678776727594463	0.37112599746113295	2.887302584855934e-15	3.253350543432636e-13
SALL4	41.527842567224404	4.4741400603754435	0.6230742779273433	3.3352517205560223e-15	3.7330360757610037e-13
UGT1A10	866.6790766265549	-3.9339367554003677	0.5820607678078202	3.4199885645812352e-15	3.8025290073347255e-13
GLP2R	204.4918189674629	-3.5672491916314213	0.4901091888263773	3.89723673563253e-15	4.2728204653024435e-13
SEMA6D	1423.2184882426552	-3.7717639698333243	0.5507376829471039	3.919318313518234e-15	4.2728204653024435e-13
LMOD1	5398.593556767344	-3.5693256182739046	0.5196149420589772	3.886110277973524e-15	4.2728204653024435e-13
IL6R	1635.2980661307279	-2.9545468920911517	0.40715755794332525	5.014118357397103e-15	5.431098909828384e-13
NCAM1	650.6562594112631	-3.394593827841276	0.47862853131534405	6.282517858320767e-15	6.760804986920355e-13
RELL2	135.09476626985642	2.748154719236029	0.3695866304894807	6.322272815215294e-15	6.760804986920355e-13
SLC35D3	203.1159885299818	4.211212502093324	0.6380316811369801	8.209522061289355e-15	8.723396575125758e-13
PPP1R12B	7498.995077208832	-3.0324854129141325	0.4260638626340387	8.654056426684285e-15	9.137921594188834e-13
PRR7	408.7875447197597	3.4682138871634027	0.4972040392052921	8.715405526511899e-15	9.145183961538017e-13
CYP2C18	506.51524577596916	-4.564766169650687	0.7058021804003636	9.359028065338508e-15	9.759547962047716e-13
POPDC2	456.81316957537564	-3.5706318481935373	0.505024349019294	1.2367185869659291e-14	1.273820144574907e-12
S100P	4551.220475875988	3.6139450900809993	0.540693665884886	1.2345606137980711e-14	1.273820144574907e-12
RP11-58O9.2	205.45539232713048	3.8804388360590107	0.5794329783304264	1.2544307553396035e-14	1.2841852409388173e-12
PWAR6	60.13451847633258	-4.689801493423772	0.66510731368863	1.3108604105715797e-14	1.3257852670533888e-12
VSNL1	675.8211025383804	3.819787694625743	0.5779191840200072	1.3095606942681205e-14	1.3257852670533888e-12
C2orf88	2120.618451567763	-4.3084272760706925	0.6950074200089935	1.43665367622616e-14	1.4443100940216167e-12
IL11	66.66053209733543	4.792640731938079	0.71240524668487	1.473379480995996e-14	1.472414768240582e-12
SLC25A34	457.9477468009932	-3.9466218785626745	0.604285178346461	1.557316990015944e-14	1.5470884583063718e-12
TMPRSS3	292.30798117704643	2.7698962203536475	0.38130586277638534	1.5996185772846922e-14	1.5797644878842764e-12
NFE2L3	2880.7694420199055	3.0546971747600162	0.4362407858510106	1.7774970119756047e-14	1.7451694347402591e-12
CHL1	297.6938790968996	-3.069497296895345	0.43261880441871203	1.8075306546444763e-14	1.7643390791177974e-12
CLDN2	1758.505332410985	5.101798480126274	0.8944837099330022	1.8464643273527918e-14	1.7919242538685562e-12
ACSL6	584.6267417282512	3.874039272086453	0.6040821941555173	1.9846824427227306e-14	1.914990432808731e-12
LEMD1	85.81815514496347	5.579661624699065	0.9227412809419839	2.007469579422526e-14	1.925908958224274e-12
MEX3A	499.4216123312431	3.440206161692502	0.5096723692366855	2.121135389185178e-14	1.998173767521996e-12
SIM2	236.2807607370285	3.5396445591722867	0.5220330826239465	2.1304014794593915e-14	1.998173767521996e-12
LINC00460	25.529993910458035	8.079167789958207	1.4096401456773295	2.1127324077957718e-14	1.998173767521996e-12
ATP6V1C2	195.40329029490078	3.0501337604309255	0.4324266324374533	2.1244938487275008e-14	1.998173767521996e-12
TRPM2-AS	89.5540263567268	5.024224020279788	0.8547114851239286	2.2629960815809714e-14	2.110746734092385e-12
CPXM1	393.5030706162025	3.166597437187984	0.4588105811721353	2.6209038607596562e-14	2.4177118086974653e-12
USP2	922.4406824275507	-3.7241490781214504	0.5744477165747259	2.618356139568605e-14	2.4177118086974653e-12
TMEM35	328.21474748872754	-4.202617602141612	0.6465078629734681	2.789738837859265e-14	2.5593948278043277e-12
C1QTNF7	142.06402178873662	-3.380286894726729	0.48066643667713743	3.2332686362576434e-14	2.9501819094635635e-12
LYVE1	842.2364547420226	-3.9948824477375062	0.6378605893630046	3.472374478963184e-14	3.1512267636385348e-12
LINC00659	67.6511030351504	5.65784518295361	0.8901935328407796	3.8268125353278925e-14	3.4542126696569884e-12
CYP27B1	104.50998337794968	2.778654147384708	0.3867093570419527	4.064158758364869e-14	3.6488321601169936e-12
RNF43	6090.758529711871	2.275877874491203	0.31568365117991637	4.378365801711602e-14	3.9100203960072385e-12
SGK1	7335.93861975936	-3.4498724788162587	0.523579536094111	4.9985522619038036e-14	4.440248355825554e-12
CDC25B	4241.313498904842	2.6787199104639496	0.38104323369358767	5.1663382063165034e-14	4.565139586623567e-12
MTHFD1L	978.682260264131	2.697951547730619	0.38384827322752824	5.217735210804558e-14	4.586416568282603e-12
SFTA2	59.80336696368992	7.16911433810025	1.2550517042852203	5.981019975479768e-14	5.229965852517178e-12
TMEM100	213.72990943998803	-3.860351496740098	0.5828993561786512	6.03334465574921e-14	5.2483846334390405e-12
AF064858.8	108.44266316421799	3.194467772413619	0.46033225788009535	6.522513041780879e-14	5.644663477240164e-12
RP11-353N14.4	87.28346602290554	3.860568156366999	0.5928040496218926	9.362300266672504e-14	8.019574447814524e-12
PHLPP2	2665.408497483205	-3.3492443042587756	0.5161013956529809	9.356975027737851e-14	8.019574447814524e-12
GSTM5	139.7666119707177	-3.066516841344201	0.44151976698066203	1.0238618572504389e-13	8.725693767196761e-12
GDPD2	706.8371727429637	-4.1368773750309895	0.6979266478293206	1.241429631484077e-13	1.052644549645766e-11
KIAA1644	469.34507113049995	-3.022046414232498	0.43743726526685234	1.2824361114424116e-13	1.0819507474877713e-11
HSD17B2	3058.5061304768324	-4.00007600012929	0.667848202467735	1.3370869549302765e-13	1.1224176443162205e-11
CA9	710.2984508888136	4.2304161409080425	0.74238463602622	1.4358293029232216e-13	1.1993103565561179e-11
GPM6B	378.92638743980206	-2.833779368591435	0.4129618299607412	1.4802555995523662e-13	1.2302975871725086e-11
DES	45035.51042754956	-4.441625475027045	0.8548882468615197	1.515392289239081e-13	1.2532966080805384e-11
PHLDA1	3098.886037057691	2.767137565214702	0.40669275792447407	1.594093468838222e-13	1.3055236706499954e-11
MSRB3	1964.2251051018923	-2.6353526752448517	0.3824342508998073	1.592354682237442e-13	1.3055236706499954e-11
AOC3	2757.790791132842	-2.7408867651186024	0.402235567701442	1.6113839099527173e-13	1.3132778866114645e-11
PYGM	265.4047457964298	-3.8013771406866494	0.5849374175198837	1.6329555055613545e-13	1.3244294677714774e-11
SLC4A11	237.52345114869485	4.025417401999202	0.6615322139198784	1.7528525664429592e-13	1.4148385450966752e-11
COL1A1	61514.90202525236	2.7153581896808654	0.4000879271554074	2.0409504634172223e-13	1.6394984368570212e-11
IFITM2	6382.059127110961	2.877645840211238	0.4324830207188059	2.388477499226548e-13	1.9095308921197386e-11
ATP2B4	5530.206827418389	-2.711442497532248	0.4014591622928915	2.423116672558476e-13	1.9280429296485432e-11
PDX1	359.6419818360161	4.804782341738821	0.9221240277978601	2.5669074986153683e-13	2.0328212261440292e-11
TMEM253	320.43162486882727	-4.388264929458295	0.7338702615316265	2.7634209420723106e-13	2.1781724974860106e-11
PKP1	260.84573968057356	3.3115798889358716	0.511478852357479	2.909360807211913e-13	2.282488719265458e-11
CDKN2B	2968.4501867630033	-3.375314752634313	0.5360733310986557	3.1232368543991146e-13	2.4388848162096154e-11
UHRF1	786.9932108742256	2.9130857770908607	0.4398591228980471	3.2390494408702646e-13	2.517611160313466e-11
HPGD	3610.8671962491953	-3.599081699225715	0.5836436224702359	3.394760249537464e-13	2.6264806373034326e-11
MYBL2	3080.699338093625	2.835762059414775	0.4287354436043418	3.7738370420796766e-13	2.9063738577741142e-11
EPHX4	145.64489045303418	3.9032335028425824	0.6295536048422519	3.821211354873986e-13	2.9294208875333034e-11
GJB4	38.02115473344986	4.462948939442879	0.69313926069922	4.1159580780931183e-13	3.141037280595698e-11
TMEM37	2504.8222925881064	-3.751473635759736	0.6351676083051072	4.933647680292787e-13	3.7480095431871314e-11
PEG10	201.00809227961315	-4.03033676808431	0.6487285097673559	5.203843697951378e-13	3.935465398419175e-11
SULT1A2	576.3272904425123	-3.652686569031791	0.6057529897952982	5.547380216874464e-13	4.176455895116833e-11
BMP7	403.45633431055325	2.3429977660774255	0.342503835914652	5.595436763883285e-13	4.193829813787343e-11
FAM83H-AS1	657.0664464848937	2.941720159185088	0.4529142145804875	5.913867257488505e-13	4.412796328265533e-11
ATHL1	1230.0508261862976	2.9204491747981027	0.4493013291129945	6.156746642241934e-13	4.573699972415921e-11
SFRP1	1120.6245330538407	-4.53625038386741	0.9074170100749693	6.311902461088858e-13	4.6683053048114904e-11
TACR2	1122.2419709350752	-3.818838661032269	0.6399797871752972	6.37107910751905e-13	4.691405576146374e-11
JAM2	473.2927320003859	-2.966241139470615	0.4532608875466073	7.743817334963691e-13	5.67733402780373e-11
NKD2	628.0679763719648	3.9526062781901476	0.6913000929246398	8.246113146318189e-13	6.019304070153742e-11
RELN	189.79974333851646	-2.9740013803612064	0.44762335017382304	8.828866549315567e-13	6.416789631881345e-11
SMPDL3A	2511.2095291730548	-3.4744532908940617	0.5758212591584028	9.27126983956278e-13	6.7092822989836e-11
PLAU	1587.336843500252	2.3832908393534775	0.3557223160203145	9.320336732154836e-13	6.715842635027792e-11
ACAN	194.59741507771392	3.6530296246435245	0.6107553076853044	9.732462415511215e-13	6.982833824530675e-11
LY6G6C	58.10021445776973	4.486384886112966	0.7509189686410818	1.0244860247396454e-12	7.319189731639961e-11
ACTL10	350.33551615060696	2.438433747803765	0.3637319640275518	1.0645833604666582e-12	7.573427982574035e-11
MASP1	858.9483589213313	-3.7421280400413277	0.611898846124416	1.114805398904838e-12	7.897243815279884e-11
MYEOV	786.7494051951277	3.9187474630207486	0.680257549922231	1.184034533870839e-12	8.352418398805678e-11
FGFR2	1299.1416176012335	-2.981882572719146	0.4708248540322926	1.2470780436576345e-12	8.730677241865324e-11
GFRA2	188.30958155140164	-3.3827422364836575	0.5367258534952185	1.2480567860192255e-12	8.730677241865324e-11
CEL	446.54773782606946	4.1006957518864295	0.7521435662266611	1.3288452447183203e-12	9.257254279492066e-11
ADAMTS2	1379.5222783159984	2.5212107475528813	0.3848192055405567	1.6273517091292965e-12	1.128992059693048e-10
EML1	840.130609592814	-2.45642573882514	0.37023929767153685	1.7039160522370466e-12	1.1772447160908548e-10
CLDN16	19.944674529054108	4.710188019527365	0.7158607517293166	1.7528754432501506e-12	1.2061076154396222e-10
STOX2	97.1703231134173	-2.9981644256846764	0.4532628734037981	1.7680892181710864e-12	1.211610199341811e-10
GDF15	5779.203570219259	3.711329305791435	0.6531463737834432	1.825459125264289e-12	1.2458387501651282e-10
CDHR2	9955.709960396021	-3.233625915655353	0.538241700102909	1.8849611418482655e-12	1.2812393769429364e-10
CHP2	7532.076782013036	-3.6174240542365754	0.6037380644934731	2.0039171704437702e-12	1.3566034425234056e-10
KRT17	241.53261680375562	4.558220492996909	0.9693086801569861	2.081841892102412e-12	1.398081741060296e-10
RP5-1120P11.1	28.69302001802458	5.139527025497164	0.8031919465207388	2.0798163272913555e-12	1.398081741060296e-10
KIAA0226L	2847.059922456497	2.4890214948486453	0.38227654764653113	2.0910918966171625e-12	1.39869887857791e-10
OTX1	47.89096136919254	5.374380006561238	0.9176699235499848	2.112190137485866e-12	1.407204770565484e-10
SCG2	313.4962142633666	-3.121187480704471	0.4987625218116983	2.1324616110992966e-12	1.4150947821638771e-10
UGT2B17	14470.922472425582	-3.3643197319097613	0.5488851903776646	2.3930858050654835e-12	1.5817920307576538e-10
